symbol,status,entry_price,stop_loss,take_profit,units,entry_timestamp,exit_timestamp,exit_reason,pnl
RIFUSDT,OPEN,0.05707,0.056177062761687234,0.07492874476625538,5599497.686363319,387,,,0.0
BIGTIMEUSDT,OPEN,0.0524,0.05225415946805681,0.055316810638863845,34284021.96138178,16,,,0.0
SWARMSUSDT,OPEN,0.02243,0.02049234155391319,0.06118316892173616,2580434.1369335414,401,,,0.0
SANTOSUSDT,OPEN,1.82,1.797791836451132,2.2641632709773605,225142.4341773122,434,,,0.0
LAUSDT,OPEN,0.3461,0.3194476752290822,0.8791464954183568,187600.89571832924,420,,,0.0
RSRUSDT,OPEN,0.007608,0.007477807097905249,0.010211858041895016,38404551.39682759,432,,,0.0
WLDUSDT,OPEN,1.0606,0.9468620059148423,3.3353598817031544,43960.68385254279,412,,,0.0
DASHUSDT,OPEN,24.74,23.96752295374564,40.18954092508717,6472.6842360486335,410,,,0.0
PIXELUSDT,OPEN,0.02944,0.028933664081975966,0.03956671836048071,9874867.300570713,418,,,0.0
ANIMEUSDT,OPEN,0.01523,0.015077185938453072,0.01828628123093857,32719502.049649578,408,,,0.0
TACUSDT,OPEN,0.0113,0.009835794791658267,0.040584104166834646,3414821.8921189937,427,,,0.0
ADAUSDT,OPEN,0.8431,0.8292725777850323,1.1196484442993537,361600.29846978124,434,,,0.0
EPICUSDT,OPEN,2.1276,2.049087215746843,3.69785568506314,63683.89616496055,360,,,0.0
TRBUSDT,OPEN,35.304,34.36703655573608,54.04326888527848,5336.387487270635,412,,,0.0
NMRUSDT,OPEN,20.304,16.15247975218755,103.33440495624899,1204.3780835790546,396,,,0.0
EIGENUSDT,OPEN,1.4121,1.3137980982790929,3.37813803441814,50863.715884110825,412,,,0.0
ORDIUSDT,OPEN,9.267,8.930561729459523,15.995765410809529,14861.567300199446,410,,,0.0
TRUMPUSDT,OPEN,8.493,8.387810970245658,10.596780595086846,47533.473896251,390,,,0.0
TSTUSDT,OPEN,0.02513,0.02400000583913662,0.04772988321726761,4424801.625682484,426,,,0.0
COOKIEUSDT,OPEN,0.1227,0.11963107809874084,0.18407843802518334,1629236.6377744963,416,,,0.0
OMNIUSDT,OPEN,3.411,3.189006638575324,7.850867228493517,22523.196044745422,312,,,0.0
ARIAUSDT,OPEN,0.12749,0.11518673786208927,0.3735552427582144,406396.2828682016,352,,,0.0
IDUSDT,OPEN,0.16393,0.15993826649693363,0.24376467006132727,1252588.6300172864,422,,,0.0
LPTUSDT,OPEN,7.045,6.905885822217554,9.827283555648917,35941.69968656442,346,,,0.0
SPKUSDT,OPEN,0.06891,0.06062279850047393,0.23465402999052135,603339.981571094,429,,,0.0
EDUUSDT,OPEN,0.1321,0.13181298161096605,0.13784036778067887,17420486.599583972,16,,,0.0
OBOLUSDT,OPEN,0.11654,0.11128704999566881,0.2215990000866239,951846.1047368373,436,,,0.0
HEIUSDT,OPEN,0.446,0.421981054929287,0.92637890141426,208169.00930826663,419,,,0.0
MYROUSDT,OPEN,0.02305,0.02252791951099888,0.03349160978002244,9577067.339877654,440,,,0.0
ICPUSDT,OPEN,4.852,4.795279468516717,5.98641062966567,88151.50121563274,422,,,0.0
BRETTUSDT,OPEN,0.04567,0.045028353699575904,0.05850292600848196,7792455.121607084,440,,,0.0
CYBERUSDT,OPEN,1.827,1.7725066328825316,2.9168673423493665,91754.28615416217,408,,,0.0
ARPAUSDT,OPEN,0.02199,0.02191832329675827,0.023423534064834568,69757672.6309187,410,,,0.0
1000PEPEUSDT,OPEN,0.010048,0.009755208588161625,0.015903828236767496,17077003.620447975,420,,,0.0
PUNDIXUSDT,OPEN,0.3215,0.3110506512792596,0.5304869744148076,478498.7211763499,435,,,0.0
OLUSDT,OPEN,0.03812,0.03709618222991946,0.058596355401610886,4883681.594632458,422,,,0.0
PYTHUSDT,OPEN,0.17144,0.15704944830408296,0.459251033918341,347450.19549310417,304,,,0.0
SUIUSDT,OPEN,3.4107,3.362669444146165,4.371311117076695,104100.39840504574,368,,,0.0
ALPINEUSDT,OPEN,2.2536,2.049559901724025,6.334401965519499,24504.987216959868,408,,,0.0
CETUSUSDT,OPEN,0.09096,0.09018836137064885,0.10639277258702291,6479717.071972398,417,,,0.0
TOKENUSDT,OPEN,0.01278,0.01257093453036042,0.016961309392791606,23915953.2591383,403,,,0.0
JASMYUSDT,OPEN,0.014469,0.014391660296605522,0.016015794067889545,64649847.110184856,7,,,0.0
NOTUSDT,OPEN,0.001958,0.0019032836200369996,0.0030523275992600106,91380314.32965821,404,,,0.0
DOODUSDT,OPEN,0.0031229,0.002979069956498475,0.0059995008700305,34763251.67034372,402,,,0.0
SSVUSDT,OPEN,9.16,9.06679158809018,11.024168238196413,53643.22701729444,416,,,0.0
TNSRUSDT,OPEN,0.115,0.11365916607461256,0.14181667850774893,3729022.5920821643,438,,,0.0
SPXUSDT,OPEN,1.2809,1.1510116652014313,3.878666695971373,38494.6039053778,404,,,0.0
PNUTUSDT,OPEN,0.21967,0.21094554284831377,0.3941591430337248,573101.5595662149,436,,,0.0
ZEREBROUSDT,OPEN,0.02211,0.0201003582623921,0.06230283475215803,2488005.651172211,435,,,0.0
TREEUSDT,OPEN,0.3436,0.3306051918317965,0.6034961633640706,384769.05047619686,408,,,0.0
NEIROUSDT,OPEN,0.0003519,0.00034156724380621993,0.0005585551238756013,483897994.5166824,368,,,0.0
HMSTRUSDT,OPEN,0.0006913,0.00068324483987672,0.0008524032024656013,620720125.1716396,355,,,0.0
HBARUSDT,OPEN,0.21994,0.21794545809755242,0.2598308380489516,2506841.2921605264,375,,,0.0
XPLUSDT,OPEN,0.7377,0.6626410058282874,2.238879883434252,66614.26861864804,415,,,0.0
PIPPINUSDT,OPEN,0.02104,0.01775915131931059,0.08665697361378821,1523995.918930751,323,,,0.0
RAREUSDT,OPEN,0.05606,0.05443329620345818,0.08859407593083637,3073700.332309676,420,,,0.0
HAEDALUSDT,OPEN,0.13666,0.13293276101381749,0.21120477972365037,1341475.5583250266,427,,,0.0
1000BONKUSDT,OPEN,0.021669,0.020371651837547914,0.047615963249041736,3854015.5562787554,439,,,0.0
BNBUSDT,OPEN,885.99,861.4780704173767,1376.2285916524668,203.98230923217614,410,,,0.0
SOPHUSDT,OPEN,0.030381,0.029607563836159603,0.0458497232768079,6464657.632729715,438,,,0.0
THETAUSDT,OPEN,0.7985,0.7831945664452186,1.1046086710956284,326681.3698614894,422,,,0.0
ACTUSDT,OPEN,0.03732,0.037161880917464064,0.04048238165071869,31621736.73037651,24,,,0.0
ASRUSDT,OPEN,2.442,2.3910422330859658,3.4611553382806886,98120.46921983421,16,,,0.0
MANAUSDT,OPEN,0.3267,0.31694501668496444,0.521799666300711,512558.539417838,436,,,0.0
USELESSUSDT,OPEN,0.2326,0.19569746431365015,0.9706507137269971,135492.04430007466,440,,,0.0
ARKMUSDT,OPEN,0.4926,0.47987643293668913,0.7470713412662169,392971.56018596335,400,,,0.0
PUFFERUSDT,OPEN,0.20972,0.20821180363092395,0.23988392738152073,3315218.165564965,436,,,0.0
ENAUSDT,OPEN,0.7415,0.7213774250272696,1.143951499454608,248477.14603006188,400,,,0.0
CHESSUSDT,OPEN,0.07198,0.0712765101682592,0.08604979663481606,7107423.269540908,425,,,0.0
OGUSDT,OPEN,17.515,14.63669622734075,75.08107545318502,1737.1342272815507,434,,,0.0
ATAUSDT,OPEN,0.0449,0.044608886439012445,0.050722271219751154,17175427.977447275,406,,,0.0
USTCUSDT,OPEN,0.013361,0.013267196992636081,0.015237060147278369,53303195.07350104,426,,,0.0
